Name,Code,Altitude,Easting,Northing,Description,Subregion,Region,SourceURL
Roca d'en Guillot,231,1.090,400094.0,4606922.0,"Pujant des del collet del Miracle tot seguint la cresta dorsal de Montserrat en direcció a la roca dels Aurons es troba aquesta solitària roca, completament abocada a la muralla nord. Aquesta roca és fàcilment distingible perquè la seva figura destaca per damunt de les altres roques properes de menor importància. Té un atractiu esperó d'un centenar de metres. Primera ascensió per Josep Maria Torras i Joan Nubiola el 23 de març de 1953.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca Ignorada,231d,1107,400164.0,4606845.0,Roca adosa a la veïna Punta de les Cabres i que passa desapercebuda per la voluminositat d'aquesta roca.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca Miraculosa,s/n,980,399852.0,4607094.0,Gran roca situada al peu de l'agulla del Miracle. Agulla identificada per Manel Punsolà,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roques veïnes de la Roca d'en Guillot - Punta Central,231b,1083,400126.0,4606884.0,"Al costat mateix de la roca d’en Guillot, molt a prop del camí, hi ha tres puntes rocoses de fàcil ascensió.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roques veïnes de la Roca d'en Guillot - Punta Est,231c,1088,400132.0,4606853.0,"Al costat mateix de la roca d’en Guillot, molt a prop del camí, hi ha tres puntes rocoses de fàcil ascensió.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roques veïnes de la Roca d'en Guillot - Punta Oest,231a,1084,400112.0,4606907.0,"Al costat mateix de la roca d’en Guillot, molt a prop del camí, hi ha tres puntes rocoses de fàcil ascensió.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roques Veïnes de la Vella - Punta Central,232a,1094,400079.0,4606651.0,"Pujant carena amunt des de la roca de la Vella, es troten tres turons. Les dues cotes més baixes són les més destacables i identificables. La cota més alta és la menys reeixida del conjunt i és la cota 232 o punta est.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roques Veïnes de la Vella - Punta Est o Roca 232,232,1.120,400198.0,4606713.0,"Pujant carena amunt des de la roca de la Vella, es troten tres turons. Les dues cotes més baixes són les més destacables i identificables. La cota més alta és la menys reeixida del conjunt i és la cota 232 o punta est.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roques Veïnes de la Vella - Punta Oest,232b,1061,400018.0,4606634.0,"Pujant carena amunt des de la roca de la Vella, es troten tres turons. Les dues cotes més baixes són les més destacables i identificables. La cota més alta és la menys reeixida del conjunt i és la cota 232 o punta est.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Agulla Alta de la Coma dels Naps de Baix,243,1.046,400181.0,4606307.0,Altiva roca situada al sud de l'agulla del Cilindre o Cabrit en direcció al torrent de la Coma dels Naps de Dalt. Un ample coll separa aquesta roca del Cilindre. Per la seva base passa el camí del Torrent de la Coma dels Naps de Baix. Fou escalada per primera vegada per J.M. Torras i Joan Nubiola el 21 de setembre de 1952.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulla de l'Estrep,293a,963,400057.0,4606233.0,"Roca propera a una canal que s'inicia al sud del coll que hi ha entre la roca dels Esperantistes i la roca dels Nuvis. És veïna de la roca dels Republicans.  La primera ascensió la feren Vicenç Soto, J. Mata i Josep Barberà el 19 d'abril de 1970. Aquests escaladors superaren els primers metres de la roca gràcies a un clau i a un estrep, estri que dóna el nom a l'agulla.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulla del Pas del Nap,285,873,399444.0,4606196.0,Agulla  pràcticament enganxada a la vessant sud de l'agulla de la roca de la Vorera. La primera ascensió fou efectuada per Vicenç Soto i Josep Barberà el 5 d’abril de 1970.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulla dels Naps de Dalt,271,897,399463.0,4606208.0,"Es l’agulla més gran de la secció dels Naps. Es troba propera al torrent de la Coma Cirers per la vessant sud de la roca de la Vorera. La primera ascensió la feren J.M.Torras, J.Nubiola i J. Balcells el 3 d’octubre de 1954.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulla Fina dels Naps de Baix,s/n,835,399539.0,4605898.0,"Aquesta agulla ha estat un dels monòlits del massís de Montserrat més temudes pels escaladors  per raó de la seva verticalitat i  per la llisor de les preses. Es troba a la fi d’una cinglera on hi la Foca en la seva part més alta. al peu d'aquesta agulla passa el camí del Cabrit.  Fou escalada per primera vegada el 12 d’octubre de 1952 per Jordi Panyella, J. Ayats, J. Sala, A. Agramont i D. Feiner.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulla Severí Ventós,293b,921,400078.0,4606154.0,Solitària roca situada a la part més alta del torrent de la Coma dels Naps de Baix.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulles del Torrent de les Grutes - Agulla del Tobi,269e,873,399490.0,4606420.0,"Grup de roques situades a la part alta del torrent de les Grutes. Totes presenten unes parets verticals abocades damunt del mateix torrent, mentre que pel cantó oposat  tenen molt poc desnviell.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulles del Torrent de les Grutes -Agulla Índia,269b,897,399553.0,4606552.0,"Grup de roques situades a la part alta del torrent de les Grutes. Totes presenten unes parets verticals abocades damunt del mateix torrent, mentre que pel cantó oposat  tenen molt poc desnviell.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulles del Torrent de les Grutes -Roca del Llençol,269f,900,399517.0,4606408.0,"Grup de roques situades a la part alta del torrent de les Grutes. Totes presenten unes parets verticals abocades damunt del mateix torrent, mentre que pel cantó oposat  tenen molt poc desnviell.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Agulles del Torrent de les Grutes -Roca Manuela,269c,888,399539.0,4606526.0,"Grup de roques situades a la part alta del torrent de les Grutes. Totes presenten unes parets verticals abocades damunt del mateix torrent, mentre que pel cantó oposat  tenen molt poc desnviell.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Bonys dels Naps 1 - Agulla Altiva,280,869,399381.0,4606263.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Bonys dels Naps 2,281,854,399388.0,4606280.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Bonys dels Naps 3,282,851,399399.0,4606280.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Bonys dels Naps 4,283,869,399440.0,4606310.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Bonys dels Naps 5,284,866,399452.0,4606305.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Bonys dels Naps 6,283a,861,399457.0,4606320.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
El Cilindre,239,1.096,400155.0,4606404.0,"Aquesta roca és molt propera al coll de les Comes, en direcció sud oest i està separada per un coll de la Miranda del Cilindre. També és coneguda com el Cabrit. El nom de Cilindre és força antic, ja que així consta en la crònica de la primera ascensió a l’agulla feta l’1 de maig de 1936 per Caselles, Canal, Espunyes, Puigarnau i Serrat membres del Centre Excursionista de la Comarca del Bages. A la seva base hi ha una important balma que és un abric natural. El Cilindre té una visió molt característica des del coll de les Comes. En Josep Fatjó en el seu llibre d’història de l’Escalada a Montserrat (2005) explica que en Josep Barberà, tot escalant el Cilindre, 42 ascensió feta el 29 d’octubre de 1967 feta amb els seus amics Vicenç Soto i Albert Zanini, tingué la idea d’escalar totes i cadascuna de les agulles del massís de Montserrat. La concreció d’aquesta idea dóna origen a l’anomenada Operació Montserrat que anys més es plasmà en el llibre Montserrat pam a pam. En una nota escrita en un manuscrit de Josep Barberà al parlar del Cilindre esmenta a Albert Zanini Jordana dient que “fou el millor company muntanyenc que vaig tenir, desgraciadament el vaig perdre en un accident automobilístic”",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
El Rovelló,269d,909,399525.0,4606401.0,Roca de dimensions modestes però amb unes formes força original amb una base molt estreta que dóna la impressió de que es troba en equilibri. Aquesta roca forma part del serrat de les Saleres i es veïna d'algunes de les roques del torrent de les Grutes.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
El Soldat,296e,952,399758.0,4606137.0,"Destacat contrafort situat per damunt de la Minyona. Té una cara sud-est d'uns 40 metres. Adossada a la roca hi ha una agulleta allargasada que recorda a un fusell, per això el nom del soldat.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
El Taxi,268,972,399745.0,4606539.0,"Roca solitària de petites proporcions situada a la part superior de la serra de les Saleres molt a prop del camí de les Comes. La primera ascensió la feren F. Estorach, Maria Estorach i V. Garcia el 18 de juliol de 1947.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
La Desapercebuda,240a,1073,400110.0,4606378.0,Roca que costa de distingir per trobar-se pràcticament enganxada a la cara oest de la Miranda del Cilindre.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
La Foca,291,951,399576.0,4606022.0,"Roca amb una fisonomia especial. Presenta una altiva i allargada cara est abocada al canal del Conill, mentre que la vessant oest té poc alçada en relació a les roques veïnes. Durant un temps es confongué amb el nom de la Falsa Foca. La primera ascensió la feren J. Tintoré, J. Bultu, Suvi, J. Aguilar i J.Marcet del C.E. de Terrassa el 3 de març de 1957.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
La Minyona,296d,942,399754.0,4606108.0,"Notable esperò adosat al vessant est del serrat de la Falsa Foca a poca distància del cim principal. Té una cara sud-est de 60 metres, mentre que la cara oposada si pot pujar pràcticament caminant.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
La Síndria,271b,883,399502.0,4606295.0,"Gran roca encaixonada entre la roca inferior de l'Alzina i la roca de la Vorera, propera al torrent de la Coma Cirers. En David Hit suggereix que possiblement fou ascendida per primera vegada per Jaume Cerdà i Xavier Illa l'1 de maig de 1961 batejant-la, en aquell moment, com l'agulla del Diedre.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Miranda de la Coma dels Naps de Baix,294b,961,399959.0,4606217.0,Turó de fàcil accés tot caminant per la seva cara nord. Des del seu cim es domina el torrent de la Coma dels Naps de Baix.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Miranda del Cabrit o del Cilindre,240,1.084,400124.0,4606372.0,Gran massa rocosa propera al Cilindre del qual està separada en per un coll. Té una important cara est.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Punta de Francesc Macià,293c,977,400082.0,4606236.0,Properes al peu de la voluminosa roca dels Esperantistes es troben tres notables roques que són també properes a l’agulla de l’Estrep. Una de les roques d’aquesta trilogia és la punta de Francesc Macià.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Punta de Pau Clarís,293d,968,400099.0,4606219.0,Properes al peu de la voluminosa roca dels Esperantistes es troben tres notables roques que són també properes a l’agulla de l’Estrep. Una de les roques d’aquesta trilogia és la punta de Pau Claris.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Roca de la Vorera,s/n,898,399505.0,4606268.0,"Aquesta roca es troba seguint el torrent de la Coma dels Naps de Dalt avall i passada la roca de l'Alzina, sense  baixar al torret sobre el qual queda penjada. Posiblement, diu David Hita, fou ascendida per primer cop per Jaume Cerdà, A. Ruiz i Joan Boladeres el 15 d'octubre de 1962 sent batejada en aquells moments cop a agulla del Damunt.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Roca de l'Alzina,s/n,865,399596.0,4606370.0,Roca situada a l’inici del torrent de la Coma Cirers per la seva riba esquerra. La primera ascensió la feu en Josep Barberà el 28 de març de 1970.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Roca de les Esgarrinxades,269a,920,399581.0,4606545.0,Roca propera a la roca Rodona envoltada de profussa i punxosa vegetació. Està propera al torrent de les Grutes.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Roca del Cargol,294a,942,399953.0,4606166.0,"Roca veïna a la roca del Llimac, ambudes situades a continuació de la Miranda de la Coma dels Naps de Baix. Per la vessant sud té un característic sostre vermellós.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Roca del Llimac,294,936,399932.0,4606153.0,Roca veïna a la roca del Cargol ambudes situades a continuació de la Miranda de la Coma dels Naps de Baix. És una roca característica amb una figura molt marcda i estilitzada. És fàcil d'identificar des del torrent de la Coma dels Naps de Baix.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
Roca del mig de l'Alzina,271e,867,399534.0,4606330.0,Roca que estroba entre la roca de l'Alzina i la roca inferior de l'Alzina.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/
