Name,Description
Fita de la Palomera,Punta rocosa de reduïdes dimensions que es troba a la part baixa del serrat de la Palomera molt a prop del camí.
La Fitota,És la roca més destacable de totes les roques situades a la vesant sud de la roca de la Castanyada després del Fitot.
La Parelleta - punta nord,Són un parell de roques de característiques similars una al costat de l'altra amb algun punt de contacte.
La Parelleta - punta sud,Són un parell de roques de característiques similars una al costat de l'altra amb algun punt de contacte.
Les Esquerdades,"Grup de tres roques recolzades entre si, separades per una sèrie de forats interiors. La roca més alta es troba en la part nord. Pujant pel camí del torrent de la Coma d'en Pastir són ben visibles a mà dreta."
Mirador de l'Oliverar,Petita roca situada a l'extrem més meridional del serrat de la Palomera. Des del seu cim es té molt bona vista.
Mirador del Castell,Són sis puntes rocoses situada a l'extrem més al sud de la carena que separa els torrents de la Coma d'en Pastor i el de l'Estevet.
Mirador del coll de Mosset,Petit turó situat damunt del torrent del Migdia a l'entrada superior del Joc de l'Oca. David Hita indica que el camí que discorre entre el torrent del Migdia i el coll de la Palomera passa pel seu coll.
Miranda de Can Jorba,"Està al costa de l'agulla de Can Jorba a la qual està unida per un collet. No és més que un morro rocós d'aquesta agulla situada al marge esquerra del torrent del Migdia en la seva part alta on hi ha el Joc de l'Oca. Des d’aquesta miranda es té una bona panoràmica de la masia de can Jorba i les seves rodalies. La primera ascensió la feren JM Torras, JM Belenguer, A. Jané, Tomàs i J.Milà el 1 d emaig de 1968."
Punta del mirador de la coma d'en Pastor,Petita roca situada al marge est del torrent de la Coma d'en Pastor.
Roca de la Castanyada,"Agulla  solitària, fàcil de distinguir perquè emergeix en un petit serrat que es troba entre el clot del Boixar i el clot de l'Estevet."
Roca de la Joaneta,Petita agulla situada al darrera de les roques de sant Miquel i roca del Joanet.  En Xavi Rosell i en Pep Rigol en feren el 24 de desembre de 2005 la primera ascensió.
Roca de la Pluja,Roca grossa de forma quadrada quasi tocant a la parer de la cinglera anomenada de la Pluja.
Roca de sant Miquel,Roca alta amb una cara sud rematada per una arrodonida bola grossa.
Roca del Joanet,Roca situada per sobre de la roca de Sant Miquel
Roca Mur,"Roca allargassada abocada damunt del torrent del Migdia, en la seva part superior, i situada abans d'iniciar-se el tram superior del Joc de l'Oca."
Roca d'en Marcel,"Roca que es troba propera a les Esquerdades. No confondre amb una roca del mateixa nom que es troba a la secció de sant Pere . La primera ascensió fou feta per Marcel Millet, Ramon Millet i Josep Barberà el 12 d'octubre de 1972."
Roca Falca,Pedra encastada damunt d'altres roques que li fan de base
Roca inferior del Joanet,Roca situada per spta de la roca del Joanet
Serrat de la Palomera - Agulla del Quico,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - El roc del Ramat,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - El Turó del Pi,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - La Guaitanda del Diaca,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - Punta Carles Sabater,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - roca 263,Serrat que està unit al nord amb el Faraó pel coll de Mosset i que és una talaia esplèndida sobre la casa de can Jorba. S’estén en direcció sud. Les cotes 263 i 264 culminen el serrat de la Palomera.
Serrat de la Palomera - roca 264,Serrat que està unit al nord amb el Faraó pel coll de Mosset i que és una talaia esplèndida sobre la casa de can Jorba. S’estén en direcció sud. Les cotes 263 i 264 culminen el serrat de la Palomera.
Serrat de la Palomera - Roca del Torrent de la Coma d'en Pastor,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Serrat de la Palomera - Roca inferior del Turó del Pí,"Per sota del serrat de la Palomera, al vessant oest, existeixen un conjunt de roques d’alçada petita. Aquestes roques tenen una cara oest ben definides, mentre que pel costat est passen desapercebudes doncs quasi s’hi pugen a peu pla."
Agulla Albert Zanini,"Es troba sobre la roca de la Benedicció. Aquesta agulla està dedicada a qui fou company d’escalada de Fèlix Burgada, Vicenç Soto i Josep Barberà. Aquests feren la primera ascensió el 8 d’octubre de 1972. Fou escollida per Josep Barberà per la cloenda de la seva operació Montserrat en homenatge al seu amic Albert Zanini."
Agulla de la Benedicció,"Cal pujar a la carena que separa la Coma d’en Pastor i el torrent de l’Estevet i recòrrer un centener de metres pel camí que porta a les roques de la Palomera. L’agulla es troba al peu de l’agulla Albert Zanini. Primera ascensió per Fèlix Burgada, Vicenç Soto i Josep Barberà el 8 d’octubre de 1972."
Agulla de la Tempestat,"Està situada a la dreta de la roca Verge de Lourdes unida a ella per una bretxa. Afronta per la cara nord amb el serrat del Faraó. Fou pujada per primer cop per Estorach, Xalmet i Esquerda el 19 de juiol de 1947."
Agulla de la Verge de Lourdes,"Es troba enganxada a la bretxa que forma l’agulla de la Tempesta per la seva part sud. Per la banda del migdia, resta molt propera a l’agulla del Mal Pas i a l’agulla de la Tempestat. Fou pujada per primer cop per J.Monterde i Josep barberà el 20 d’abril de 1970."
Agulla del Arítjol,Agulla situada en front de l’Agulla Final a l’altre cantó del torrent del Boixar. El camí del Cabrit passa per sota d’aquesta agulla.
Agulla del Mal Pas,Rep aquest nom per l’estetror del camí que hi mena des del Faró. Fu pujada per primera vegada per Esquedo i Estorach el 2 d’abril de 1948.
Agulleta del Serrat del Faraó,Punxegut monòlit que està a la part inferior del serrat del Faraó unit a la roca 256. La primera ascensió la feren Josep Maria Torras i Joan Nubiola el 5 d’agost de 1951.
Contrafort de l’Arítjol,Roca adossada a la cara sud de l’agulla de l’Arítjol.
Ditet del Serrat del Faró,"Roca de petites dimensions, simpàtica segons en David Hita, situada a poca distància de la cara sud de la punta central del serrat del Faraó."
El Caputxí,Roca situada a la part superior de la canal Roja. No és massa visible.
El Faraó o Roca del Mig,"Coneguda abans pel nom d’agulla del Mig. El Faraó és la roca que presideix aquesta zona del vessant sud massís montserratí. Té una silueta molt fàcil de distingir. La primera ascensió fou feta per Estorach, Esquerda i Salvador l’any 1947."
El Faraonet,Roca de petites dimensions situada sota la roca del Faraó per la seva part sud a la qual resta unida.
El Panxut,Roca de grans proporcions situada en la part més alta de la Coma dels Naps de Baix un mica més avall que la seva veïna la Panxuda. Té un important desplom en la cara nord i una bauma arrodonida quasi a ras de terra. David Hita feu la primera ascensió el 13 de març de 2008.
Els Moais,"Dos petits contraforts situats entre el coll de la Palomera i la placa dels Roofs. Al ser dos, un és el Moai Menut i l’altre el Moai Grandot. Els moai originals són estàtues esculpides amb cendra volcànica de l’illa de Pasqua, a l’oest de Xile"
Els Ous del Faraó,Es tracta d’un monòlit amb dues carcaterístiques roques arrodonides en el seu cim. Es troba en sobre la carena que domina l’agulla del Faraó i damunt mateix de la roca esmenetada del Mal Pas.
La Geperuda,"Es troba a la part esquerra del torrent de la Coma dels Naps de Baix i enfront mateix de l’agulla Fina, que està a l’altra banda, i veïna de la vessant sud-oest de l’agulla de l’Artíjol. La primer ascensió és de J.M. Torras el 8 de juny de 1952"
La Llesca,Roca amb una allargasada cara oest situada immediatament al sud de la roca del Panxut. Primera ascensio realitzada el 12 de març de 2008 per David Hita.
La Panxuda,"Gran roca situada a la part superior del torrent de la Coma dels Naps de Baix. Per la paret oest presenta un gran desplom. David Hita la descriu com a part d’un serrat esglaonat que devalla del mirador del Serrat del Cabrit. La primera ascensió la feu David Hita el 30 d’octubre de 2007. Als peus d’aquesta roca i per la seva vesant oest hi ha les restes d’un camí ben cosntruït, amb uns bons marges de pedra que evidencien la importància d’aquesta zona pels treballs al bosc."
Mirador del serrat del Cabrit,"Turó prominent fàcil de pujar, s’hi puja caminant. Està situat en el serrat del Faraó a prop del camí del Montgròs. Per la seva situació des del seu cim es veuen el conjunt de roques a l’entorn del Cilindre i el serrat del Cabrit."
Mirador superior del serrat del Cabrit,Roca veïna del Mirador del serrat del Cabrit. És un turó que s’hi puja tot caminant. Es troba entre l’anterior mirador i la Rampa de l’Esfinx.
Placa dels Roofs,Mur situat al nord del coll de la Palomera totalment abocat al torrent de la canal Roja i quasi al davant de la torre de la canal Roja.
Punxeta del Serrat del Faró,Petita roca situada a l’extrem més oriental del serrat del Faraó. Està a tocar del camí que va de la Palomera al Montgròs.
Punxó de la Zanini,És una roca molt estilitzada que fa de contrafort de l’agulla Albert Zanini per la vesant sud-est.
Roca de l’Arítjol,Roca en forma d’espoló adossada a la cara nord de l’Agulla de l’Arítjol.
Roca del David,Petita roca envoltada de vegetació. La primera ascensió la feren Fèlix Brugada i Josep Barberà el 21 de maig de 1972.
Serrat del Faraó – punta Central,el serrat del faró son un conjunt de roques que es troben aquestes cotes a la part sud de l’agulla de la Tempestat. Les roques són properes al camí que va des de la Palomera al Montgròs.
Serrat del Faraó – Punta est,El serrat del faró son un conjunt de roques que es troben aquestes cotes a la part sud de l’agulla de la Tempestat. Les roques són properes al camí que va des de la Palomera al Montgròs
Serrat del Faraó – punta Oest,El serrat del faró son un conjunt de roques que es troben aquestes cotes a la part sud de l’agulla de la Tempestat. Les roques són properes al camí que va des de la Palomera al Montgròs
Serrat del Faraó Occidental – roca 260,Serrat situat entre el Faraó i l’agulla de l’Arítjol. És la roca més a ponent.
Serrat del Faraó Occidental -roca 259,Serrat situat entre el Faraó i l’agulla de l’Arítjol. És el punt més alta del serrat
Torre de la canal Roja,David Hita bateja aquesta roca amb aquest nom per l’aparença que té vista des de l’oest. Per l’altra banda la roca es fusiona amb la muntanya. Es troba a la part superior de la canal Roja.
Agulla de la Font de la Cadireta,Al costat mateix de la font de la Cadireta s'enlaira una gran agulla. La primera ascensió la feren Josep barberà i Vicenç Soto el 26 de juny de 1970.
Agulla de l'Oblit,Agulla situada a sota de la roca del collet de la Creu. S'identifica per un gran pi a l'inici d'una via d'escalada. David Hita destaca que aquesta agulla no sigui esmentada en el Montserrat Pam a Pam ni en el mapa d'en Semir
Boleta dels Plecs,"Seguint avall el torrent del Migdia, més enllà de l'indret dels Plecs, veiem a la dreta i damunt el torrent aquesta torca d'asoecte arrodonit."
